Date,Bank_Native_Country,State,Bank_Name,Ticker,Bank_Local_Currency,Bank_Type,Bank_Product,Bank_Product_Type,Bank_Product_Code,Bank_Product_Name,Min_Loan_Amount,Bank_Offer_Feature,Term (Y),Interest_Type,Interest,APRC,Mortgage_Loan_Amt,Mortgage_Down_Payment,Mortgage_Category,Mortgage_Reason,Mortgage_Pymt_Mode,Fixed_Rate_Term,Source
 2018-06-05,UK,London,The Co-operative Bank,Private,GBP,Bank,Mortgages,Mortgages,_YMF,2 Year Fixed Rate,5000,Offline,,Variable,1.94%,4.2%,,40%,Existing Customers ,Primary Residence,Principal + Interest,2.0,Bank Website
 2018-06-05,UK,London,The Co-operative Bank,Private,GBP,Bank,Mortgages,Mortgages,_YMF,2 Year Fixed Rate,5000,Offline,,Variable,1.94%,4.2%,,30%,Existing Customers ,Primary Residence,Principal + Interest,2.0,Bank Website
 2018-06-05,UK,London,The Co-operative Bank,Private,GBP,Bank,Mortgages,Mortgages,_YMF,2 Year Fixed Rate,5000,Offline,,Variable,1.94%,4.2%,,25%,Existing Customers ,Primary Residence,Principal + Interest,2.0,Bank Website
 2018-06-05,UK,London,The Co-operative Bank,Private,GBP,Bank,Mortgages,Mortgages,_YMF,2 Year Fixed Rate,5000,Offline,,Variable,2.24%,4.3%,,20%,Existing Customers ,Primary Residence,Principal + Interest,2.0,Bank Website
 2018-06-05,UK,London,The Co-operative Bank,Private,GBP,Bank,Mortgages,Mortgages,_YMF,2 Year Fixed Rate,5000,Offline,,Variable,2.24%,4.4%,,15%,Existing Customers ,Primary Residence,Principal + Interest,2.0,Bank Website
 2018-06-05,UK,London,The Co-operative Bank,Private,GBP,Bank,Mortgages,Mortgages,_YMF,2 Year Fixed Rate,5000,Offline,,Variable,2.64%,4.5%,,10%,Existing Customers ,Primary Residence,Principal + Interest,2.0,Bank Website
 2018-06-05,UK,London,The Co-operative Bank,Private,GBP,Bank,Mortgages,Mortgages,_YMF,3 Year Fixed Rate,5000,Offline,,Variable,2.14%,3.9%,,40%,Existing Customers ,Primary Residence,Principal + Interest,3.0,Bank Website
 2018-06-05,UK,London,The Co-operative Bank,Private,GBP,Bank,Mortgages,Mortgages,_YMF,3 Year Fixed Rate,5000,Offline,,Variable,2.14%,4.0%,,30%,Existing Customers ,Primary Residence,Principal + Interest,3.0,Bank Website
 2018-06-05,UK,London,The Co-operative Bank,Private,GBP,Bank,Mortgages,Mortgages,_YMF,3 Year Fixed Rate,5000,Offline,,Variable,2.14%,4.0%,,25%,Existing Customers ,Primary Residence,Principal + Interest,3.0,Bank Website
 2018-06-05,UK,London,The Co-operative Bank,Private,GBP,Bank,Mortgages,Mortgages,_YMF,3 Year Fixed Rate,5000,Offline,,Variable,2.44%,4.2%,,20%,Existing Customers ,Primary Residence,Principal + Interest,3.0,Bank Website
 2018-06-05,UK,London,The Co-operative Bank,Private,GBP,Bank,Mortgages,Mortgages,_YMF,3 Year Fixed Rate,5000,Offline,,Variable,2.44%,4.2%,,15%,Existing Customers ,Primary Residence,Principal + Interest,3.0,Bank Website
 2018-06-05,UK,London,The Co-operative Bank,Private,GBP,Bank,Mortgages,Mortgages,_YMF,3 Year Fixed Rate,5000,Offline,,Variable,2.84%,4.3%,,10%,Existing Customers ,Primary Residence,Principal + Interest,3.0,Bank Website
 2018-06-05,UK,London,The Co-operative Bank,Private,GBP,Bank,Mortgages,Mortgages,_YMF,5 Year Fixed Rate,5000,Offline,,Variable,2.34%,3.6%,,40%,Existing Customers ,Primary Residence,Principal + Interest,5.0,Bank Website
 2018-06-05,UK,London,The Co-operative Bank,Private,GBP,Bank,Mortgages,Mortgages,_YMF,5 Year Fixed Rate,5000,Offline,,Variable,2.34%,3.6%,,30%,Existing Customers ,Primary Residence,Principal + Interest,5.0,Bank Website
 2018-06-05,UK,London,The Co-operative Bank,Private,GBP,Bank,Mortgages,Mortgages,_YMF,5 Year Fixed Rate,5000,Offline,,Variable,2.34%,3.7%,,25%,Existing Customers ,Primary Residence,Principal + Interest,5.0,Bank Website
 2018-06-05,UK,London,The Co-operative Bank,Private,GBP,Bank,Mortgages,Mortgages,_YMF,5 Year Fixed Rate,5000,Offline,,Variable,2.64%,3.9%,,20%,Existing Customers ,Primary Residence,Principal + Interest,5.0,Bank Website
 2018-06-05,UK,London,The Co-operative Bank,Private,GBP,Bank,Mortgages,Mortgages,_YMF,5 Year Fixed Rate,5000,Offline,,Variable,2.64%,3.9%,,15%,Existing Customers ,Primary Residence,Principal + Interest,5.0,Bank Website
 2018-06-05,UK,London,The Co-operative Bank,Private,GBP,Bank,Mortgages,Mortgages,_YMF,5 Year Fixed Rate,5000,Offline,,Variable,3.04%,4.1%,,10%,Existing Customers ,Primary Residence,Principal + Interest,5.0,Bank Website
 2018-06-05,UK,London,The Co-operative Bank,Private,GBP,Bank,Mortgages,Mortgages,_YMF,3 Year Fixed Rate,5000,Offline,,Variable,1.84%,4.0%,,40%,Existing Customers ,Primary Residence,Principal + Interest,3.0,Bank Website
 2018-06-05,UK,London,The Co-operative Bank,Private,GBP,Bank,Mortgages,Mortgages,_YMF,3 Year Fixed Rate,5000,Offline,,Variable,1.84%,4.0%,,30%,Existing Customers ,Primary Residence,Principal + Interest,3.0,Bank Website
 2018-06-05,UK,London,The Co-operative Bank,Private,GBP,Bank,Mortgages,Mortgages,_YMF,3 Year Fixed Rate,5000,Offline,,Variable,1.84%,4.0%,,25%,Existing Customers ,Primary Residence,Principal + Interest,3.0,Bank Website
 2018-06-05,UK,London,The Co-operative Bank,Private,GBP,Bank,Mortgages,Mortgages,_YMF,3 Year Fixed Rate,5000,Offline,,Variable,2.14%,4.2%,,20%,Existing Customers ,Primary Residence,Principal + Interest,3.0,Bank Website
 2018-06-05,UK,London,The Co-operative Bank,Private,GBP,Bank,Mortgages,Mortgages,_YMF,3 Year Fixed Rate,5000,Offline,,Variable,2.14%,4.2%,,15%,Existing Customers ,Primary Residence,Principal + Interest,3.0,Bank Website
 2018-06-05,UK,London,The Co-operative Bank,Private,GBP,Bank,Mortgages,Mortgages,_YMF,3 Year Fixed Rate,5000,Offline,,Variable,2.54%,4.3%,,10%,Existing Customers ,Primary Residence,Principal + Interest,3.0,Bank Website
 2018-06-05,UK,London,The Co-operative Bank,Private,GBP,Bank,Mortgages,Mortgages,_YMF,5 Year Fixed Rate,5000,Offline,,Variable,2.14%,3.7%,,40%,Existing Customers ,Primary Residence,Principal + Interest,5.0,Bank Website
 2018-06-05,UK,London,The Co-operative Bank,Private,GBP,Bank,Mortgages,Mortgages,_YMF,5 Year Fixed Rate,5000,Offline,,Variable,2.14%,3.7%,,30%,Existing Customers ,Primary Residence,Principal + Interest,5.0,Bank Website
 2018-06-05,UK,London,The Co-operative Bank,Private,GBP,Bank,Mortgages,Mortgages,_YMF,5 Year Fixed Rate,5000,Offline,,Variable,2.14%,3.7%,,25%,Existing Customers ,Primary Residence,Principal + Interest,5.0,Bank Website
 2018-06-05,UK,London,The Co-operative Bank,Private,GBP,Bank,Mortgages,Mortgages,_YMF,5 Year Fixed Rate,5000,Offline,,Variable,2.44%,3.9%,,20%,Existing Customers ,Primary Residence,Principal + Interest,5.0,Bank Website
 2018-06-05,UK,London,The Co-operative Bank,Private,GBP,Bank,Mortgages,Mortgages,_YMF,5 Year Fixed Rate,5000,Offline,,Variable,2.44%,4.0%,,15%,Existing Customers ,Primary Residence,Principal + Interest,5.0,Bank Website
 2018-06-05,UK,London,The Co-operative Bank,Private,GBP,Bank,Mortgages,Mortgages,_YMF,5 Year Fixed Rate,5000,Offline,,Variable,2.84%,4.1%,,10%,Existing Customers ,Primary Residence,Principal + Interest,5.0,Bank Website
 2018-06-05,UK,London,The Co-operative Bank,Private,GBP,Bank,Mortgages,Mortgages,_YMF,2 Year Fixed Rate,5000,Offline,,Variable,1.44%,4.4%,,40%,Existing Customers ,Primary Residence,Principal + Interest,2.0,Bank Website
 2018-06-05,UK,London,The Co-operative Bank,Private,GBP,Bank,Mortgages,Mortgages,_YMF,2 Year Fixed Rate,5000,Offline,,Variable,2.14%,4.5%,,10%,Existing Customers ,Primary Residence,Principal + Interest,2.0,Bank Website
 2018-06-05,UK,London,The Co-operative Bank,Private,GBP,Bank,Mortgages,Mortgages,_YMF,2 Year Fixed Rate,5000,Offline,,Variable,1.44%,4.3%,,30%,Existing Customers ,Primary Residence,Principal + Interest,2.0,Bank Website
 2018-06-05,UK,London,The Co-operative Bank,Private,GBP,Bank,Mortgages,Mortgages,_YMF,2 Year Fixed Rate,5000,Offline,,Variable,1.44%,4.3%,,25%,Existing Customers ,Primary Residence,Principal + Interest,2.0,Bank Website
 2018-06-05,UK,London,The Co-operative Bank,Private,GBP,Bank,Mortgages,Mortgages,_YMF,2 Year Fixed Rate,5000,Offline,,Variable,1.74%,4.4%,,20%,Existing Customers ,Primary Residence,Principal + Interest,2.0,Bank Website
 2018-06-05,UK,London,The Co-operative Bank,Private,GBP,Bank,Mortgages,Mortgages,_YMF,2 Year Fixed Rate,5000,Offline,,Variable,1.74%,4.4%,,15%,Existing Customers ,Primary Residence,Principal + Interest,2.0,Bank Website
 2018-06-05,UK,London,The Co-operative Bank,Private,GBP,Bank,Mortgages,Mortgages,_YMF,3 Year Fixed Rate,5000,Offline,,Variable,1.74%,4.1%,,40%,Existing Customers ,Primary Residence,Principal + Interest,3.0,Bank Website
 2018-06-05,UK,London,The Co-operative Bank,Private,GBP,Bank,Mortgages,Mortgages,_YMF,3 Year Fixed Rate,5000,Offline,,Variable,2.44%,4.3%,,10%,Existing Customers ,Primary Residence,Principal + Interest,3.0,Bank Website
 2018-06-05,UK,London,The Co-operative Bank,Private,GBP,Bank,Mortgages,Mortgages,_YMF,3 Year Fixed Rate,5000,Offline,,Variable,1.74%,4.0%,,30%,Existing Customers ,Primary Residence,Principal + Interest,3.0,Bank Website
 2018-06-05,UK,London,The Co-operative Bank,Private,GBP,Bank,Mortgages,Mortgages,_YMF,3 Year Fixed Rate,5000,Offline,,Variable,1.74%,4.1%,,25%,Existing Customers ,Primary Residence,Principal + Interest,3.0,Bank Website
 2018-06-05,UK,London,The Co-operative Bank,Private,GBP,Bank,Mortgages,Mortgages,_YMF,3 Year Fixed Rate,5000,Offline,,Variable,2.04%,4.2%,,20%,Existing Customers ,Primary Residence,Principal + Interest,3.0,Bank Website
 2018-06-05,UK,London,The Co-operative Bank,Private,GBP,Bank,Mortgages,Mortgages,_YMF,3 Year Fixed Rate,5000,Offline,,Variable,2.04%,4.2%,,15%,Existing Customers ,Primary Residence,Principal + Interest,3.0,Bank Website
 2018-06-05,UK,London,The Co-operative Bank,Private,GBP,Bank,Mortgages,Mortgages,_YMF,5 Year Fixed Rate,5000,Offline,,Variable,2.04%,3.7%,,40%,Existing Customers ,Primary Residence,Principal + Interest,5.0,Bank Website
 2018-06-05,UK,London,The Co-operative Bank,Private,GBP,Bank,Mortgages,Mortgages,_YMF,5 Year Fixed Rate,5000,Offline,,Variable,2.74%,4.1%,,10%,Existing Customers ,Primary Residence,Principal + Interest,5.0,Bank Website
 2018-06-05,UK,London,The Co-operative Bank,Private,GBP,Bank,Mortgages,Mortgages,_YMF,5 Year Fixed Rate,5000,Offline,,Variable,2.04%,3.7%,,30%,Existing Customers ,Primary Residence,Principal + Interest,5.0,Bank Website
 2018-06-05,UK,London,The Co-operative Bank,Private,GBP,Bank,Mortgages,Mortgages,_YMF,5 Year Fixed Rate,5000,Offline,,Variable,2.04%,3.7%,,25%,Existing Customers ,Primary Residence,Principal + Interest,5.0,Bank Website
 2018-06-05,UK,London,The Co-operative Bank,Private,GBP,Bank,Mortgages,Mortgages,_YMF,5 Year Fixed Rate,5000,Offline,,Variable,2.34%,3.9%,,20%,Existing Customers ,Primary Residence,Principal + Interest,5.0,Bank Website
 2018-06-05,UK,London,The Co-operative Bank,Private,GBP,Bank,Mortgages,Mortgages,_YMF,5 Year Fixed Rate,5000,Offline,,Variable,2.34%,4.0%,,15%,Existing Customers ,Primary Residence,Principal + Interest,5.0,Bank Website
 2018-06-05,UK,London,The Co-operative Bank,Private,GBP,Bank,Mortgages,Mortgages,_YMF,2 Year Fixed Rate,5000,Offline,,Variable,1.54%,4.3%,,40%,Existing Customers ,Primary Residence,Principal + Interest,2.0,Bank Website
 2018-06-05,UK,London,The Co-operative Bank,Private,GBP,Bank,Mortgages,Mortgages,_YMF,2 Year Fixed Rate,5000,Offline,,Variable,1.54%,4.2%,,30%,Existing Customers ,Primary Residence,Principal + Interest,2.0,Bank Website
 2018-06-05,UK,London,The Co-operative Bank,Private,GBP,Bank,Mortgages,Mortgages,_YMF,2 Year Fixed Rate,5000,Offline,,Variable,1.54%,4.3%,,25%,Existing Customers ,Primary Residence,Principal + Interest,2.0,Bank Website
 2018-06-05,UK,London,The Co-operative Bank,Private,GBP,Bank,Mortgages,Mortgages,_YMF,2 Year Fixed Rate,5000,Offline,,Variable,1.84%,4.4%,,20%,Existing Customers ,Primary Residence,Principal + Interest,2.0,Bank Website
 2018-06-05,UK,London,The Co-operative Bank,Private,GBP,Bank,Mortgages,Mortgages,_YMF,2 Year Fixed Rate,5000,Offline,,Variable,1.84%,4.4%,,15%,Existing Customers ,Primary Residence,Principal + Interest,2.0,Bank Website
 2018-06-05,UK,London,The Co-operative Bank,Private,GBP,Bank,Mortgages,Mortgages,_YMF,2 Year Fixed Rate,5000,Offline,,Variable,2.24%,4.5%,,10%,Existing Customers ,Primary Residence,Principal + Interest,2.0,Bank Website
 2018-06-05,UK,London,The Co-operative Bank,Private,GBP,Bank,Mortgages,Mortgages,_YMF,Lifetime Tracker,5000,Offline,,Variable,2.99%,3.3%,,40%,Existing Customers ,Primary Residence,Principal + Interest,,Bank Website
 2018-06-05,UK,London,The Co-operative Bank,Private,GBP,Bank,Mortgages,Mortgages,_YMF,Lifetime Tracker,5000,Offline,,Variable,3.14%,3.3%,,30%,Existing Customers ,Primary Residence,Principal + Interest,,Bank Website
 2018-06-05,UK,London,The Co-operative Bank,Private,GBP,Bank,Mortgages,Mortgages,_YMF,Lifetime Tracker,5000,Offline,,Variable,3.29%,3.5%,,25%,Existing Customers ,Primary Residence,Principal + Interest,,Bank Website
 2018-06-05,UK,London,Bank of Ireland,BIRG,GBP,Bank,Mortgages,Mortgages,30YMV,1 Year Fixed LTV <=60%,,Offline,30.0,Variable,3.000%,3.900%,216000 ,20%,New Purchase,Primary Residence,Principal + Interest,1.0,Bank Website
 2018-06-05,UK,London,Bank of Ireland,BIRG,GBP,Bank,Mortgages,Mortgages,30YMV,2 Year Fixed LTV <=60%,,Offline,30.0,Variable,3.000%,3.800%,216000 ,20%,New Purchase,Primary Residence,Principal + Interest,2.0,Bank Website
 2018-06-05,UK,London,Bank of Ireland,BIRG,GBP,Bank,Mortgages,Mortgages,30YMV,3 Year Fixed LTV <=60%,,Offline,30.0,Variable,3.000%,3.700%,216000 ,20%,New Purchase,Primary Residence,Principal + Interest,3.0,Bank Website
 2018-06-05,UK,London,Bank of Ireland,BIRG,GBP,Bank,Mortgages,Mortgages,30YMV,5 Year Fixed LTV <=60%,,Offline,30.0,Variable,3.000%,3.600%,216000 ,20%,New Purchase,Primary Residence,Principal + Interest,5.0,Bank Website
 2018-06-05,UK,London,Bank of Ireland,BIRG,GBP,Bank,Mortgages,Mortgages,30YMV,10 Year Fixed LTV <=60%,,Offline,30.0,Variable,3.300%,3.500%,216000 ,20%,New Purchase,Primary Residence,Principal + Interest,10.0,Bank Website
 2018-06-05,UK,London,Bank of Ireland,BIRG,GBP,Bank,Mortgages,Mortgages,30YMV,Variable (LTV <=60%),,Offline,30.0,Variable,3.900%,4.000%,216000 ,20%,New Purchase,Primary Residence,Principal + Interest,,Bank Website
 2018-06-05,UK,London,Bank of Ireland,BIRG,GBP,Bank,Mortgages,Mortgages,30YMV,1 Year Fixed LTV <=60%,,Offline,30.0,Variable,3.000%,3.900%,360000 ,20%,New Purchase,Primary Residence,Principal + Interest,1.0,Bank Website
 2018-06-05,UK,London,Bank of Ireland,BIRG,GBP,Bank,Mortgages,Mortgages,30YMV,2 Year Fixed LTV <=60%,,Offline,30.0,Variable,3.000%,3.800%,360000 ,20%,New Purchase,Primary Residence,Principal + Interest,2.0,Bank Website
 2018-06-05,UK,London,Bank of Ireland,BIRG,GBP,Bank,Mortgages,Mortgages,30YMV,3 Year Fixed LTV <=60%,,Offline,30.0,Variable,3.000%,3.700%,360000 ,20%,New Purchase,Primary Residence,Principal + Interest,3.0,Bank Website
 2018-06-05,UK,London,Bank of Ireland,BIRG,GBP,Bank,Mortgages,Mortgages,30YMV,5 Year Fixed LTV <=60%,,Offline,30.0,Variable,3.000%,3.600%,360000 ,20%,New Purchase,Primary Residence,Principal + Interest,5.0,Bank Website
 2018-06-05,UK,London,Bank of Ireland,BIRG,GBP,Bank,Mortgages,Mortgages,30YMV,10 Year Fixed LTV <=60%,,Offline,30.0,Variable,3.300%,3.500%,360000 ,20%,New Purchase,Primary Residence,Principal + Interest,10.0,Bank Website
 2018-06-05,UK,London,Bank of Ireland,BIRG,GBP,Bank,Mortgages,Mortgages,30YMV,Variable (LTV <=60%),,Offline,30.0,Variable,3.900%,4.000%,360000 ,20%,New Purchase,Primary Residence,Principal + Interest,,Bank Website
 2018-06-05,UK,London,Bank of Ireland,BIRG,GBP,Bank,Mortgages,Mortgages,10YMV,1 Year Fixed LTV <=60%,,Offline,10.0,Variable,3.000%,3.900%,72000 ,20%,New Purchase,Primary Residence,Principal + Interest,1.0,Bank Website
 2018-06-05,UK,London,Bank of Ireland,BIRG,GBP,Bank,Mortgages,Mortgages,10YMV,2 Year Fixed LTV <=60%,,Offline,10.0,Variable,3.000%,3.800%,72000 ,20%,New Purchase,Primary Residence,Principal + Interest,2.0,Bank Website
 2018-06-05,UK,London,Bank of Ireland,BIRG,GBP,Bank,Mortgages,Mortgages,10YMV,3 Year Fixed LTV <=60%,,Offline,10.0,Variable,3.000%,3.700%,72000 ,20%,New Purchase,Primary Residence,Principal + Interest,3.0,Bank Website
 2018-06-05,UK,London,Bank of Ireland,BIRG,GBP,Bank,Mortgages,Mortgages,10YMV,5 Year Fixed LTV <=60%,,Offline,10.0,Variable,3.000%,3.600%,72000 ,20%,New Purchase,Primary Residence,Principal + Interest,5.0,Bank Website
 2018-06-05,UK,London,Bank of Ireland,BIRG,GBP,Bank,Mortgages,Mortgages,10YMV,10 Year Fixed LTV <=60%,,Offline,10.0,Fixed,3.300%,3.500%,72000 ,20%,New Purchase,Primary Residence,Principal + Interest,10.0,Bank Website
 2018-06-05,UK,London,Bank of Ireland,BIRG,GBP,Bank,Mortgages,Mortgages,10YMV,Variable (LTV <=60%),,Offline,10.0,Variable,3.900%,4.000%,72000 ,20%,New Purchase,Primary Residence,Principal + Interest,,Bank Website
 2018-06-05,UK,London,Bank of Ireland,BIRG,GBP,Bank,Mortgages,Mortgages,10YMV,1 Year Fixed LTV <=60%,,Offline,10.0,Variable,3.000%,3.900%,216000 ,20%,New Purchase,Primary Residence,Principal + Interest,1.0,Bank Website
 2018-06-05,UK,London,Bank of Ireland,BIRG,GBP,Bank,Mortgages,Mortgages,10YMV,2 Year Fixed LTV <=60%,,Offline,10.0,Variable,3.000%,3.800%,216000 ,20%,New Purchase,Primary Residence,Principal + Interest,2.0,Bank Website
 2018-06-05,UK,London,Bank of Ireland,BIRG,GBP,Bank,Mortgages,Mortgages,10YMV,3 Year Fixed LTV <=60%,,Offline,10.0,Variable,3.000%,3.700%,216000 ,20%,New Purchase,Primary Residence,Principal + Interest,3.0,Bank Website
 2018-06-05,UK,London,Bank of Ireland,BIRG,GBP,Bank,Mortgages,Mortgages,10YMV,5 Year Fixed LTV <=60%,,Offline,10.0,Variable,3.000%,3.600%,216000 ,20%,New Purchase,Primary Residence,Principal + Interest,5.0,Bank Website
 2018-06-05,UK,London,Bank of Ireland,BIRG,GBP,Bank,Mortgages,Mortgages,10YMV,10 Year Fixed LTV <=60%,,Offline,10.0,Fixed,3.300%,3.500%,216000 ,20%,New Purchase,Primary Residence,Principal + Interest,10.0,Bank Website
 2018-06-05,UK,London,Bank of Ireland,BIRG,GBP,Bank,Mortgages,Mortgages,10YMV,Variable (LTV <=60%),,Offline,10.0,Variable,3.900%,4.000%,216000 ,20%,New Purchase,Primary Residence,Principal + Interest,,Bank Website
 2018-06-05,UK,London,Bank of Ireland,BIRG,GBP,Bank,Mortgages,Mortgages,10YMV,1 Year Fixed LTV <=60%,,Offline,10.0,Variable,3.000%,3.900%,360000 ,20%,New Purchase,Primary Residence,Principal + Interest,1.0,Bank Website
 2018-06-05,UK,London,Bank of Ireland,BIRG,GBP,Bank,Mortgages,Mortgages,10YMV,2 Year Fixed LTV <=60%,,Offline,10.0,Variable,3.000%,3.800%,360000 ,20%,New Purchase,Primary Residence,Principal + Interest,2.0,Bank Website
 2018-06-05,UK,London,Bank of Ireland,BIRG,GBP,Bank,Mortgages,Mortgages,10YMV,3 Year Fixed LTV <=60%,,Offline,10.0,Variable,3.000%,3.700%,360000 ,20%,New Purchase,Primary Residence,Principal + Interest,3.0,Bank Website
 2018-06-05,UK,London,Bank of Ireland,BIRG,GBP,Bank,Mortgages,Mortgages,10YMV,5 Year Fixed LTV <=60%,,Offline,10.0,Variable,3.000%,3.600%,360000 ,20%,New Purchase,Primary Residence,Principal + Interest,5.0,Bank Website
 2018-06-05,UK,London,Bank of Ireland,BIRG,GBP,Bank,Mortgages,Mortgages,10YMV,10 Year Fixed LTV <=60%,,Offline,10.0,Fixed,3.300%,3.500%,360000 ,20%,New Purchase,Primary Residence,Principal + Interest,10.0,Bank Website
 2018-06-05,UK,London,Bank of Ireland,BIRG,GBP,Bank,Mortgages,Mortgages,10YMV,Variable (LTV <=60%),,Offline,10.0,Variable,3.900%,4.000%,360000 ,20%,New Purchase,Primary Residence,Principal + Interest,,Bank Website
 2018-06-05,UK,London,Bank of Ireland,BIRG,GBP,Bank,Mortgages,Mortgages,15YMV,1 Year Fixed LTV <=60%,,Offline,15.0,Variable,3.000%,3.900%,72000 ,20%,New Purchase,Primary Residence,Principal + Interest,1.0,Bank Website
 2018-06-05,UK,London,Bank of Ireland,BIRG,GBP,Bank,Mortgages,Mortgages,15YMV,2 Year Fixed LTV <=60%,,Offline,15.0,Variable,3.000%,3.800%,72000 ,20%,New Purchase,Primary Residence,Principal + Interest,2.0,Bank Website
 2018-06-05,UK,London,Bank of Ireland,BIRG,GBP,Bank,Mortgages,Mortgages,15YMV,3 Year Fixed LTV <=60%,,Offline,15.0,Variable,3.000%,3.700%,72000 ,20%,New Purchase,Primary Residence,Principal + Interest,3.0,Bank Website
 2018-06-05,UK,London,Bank of Ireland,BIRG,GBP,Bank,Mortgages,Mortgages,15YMV,5 Year Fixed LTV <=60%,,Offline,15.0,Variable,3.000%,3.600%,72000 ,20%,New Purchase,Primary Residence,Principal + Interest,5.0,Bank Website
 2018-06-05,UK,London,Bank of Ireland,BIRG,GBP,Bank,Mortgages,Mortgages,15YMV,10 Year Fixed LTV <=60%,,Offline,15.0,Variable,3.300%,3.500%,72000 ,20%,New Purchase,Primary Residence,Principal + Interest,10.0,Bank Website
 2018-06-05,UK,London,Bank of Ireland,BIRG,GBP,Bank,Mortgages,Mortgages,15YMV,Variable (LTV <=60%),,Offline,15.0,Variable,3.900%,4.000%,72000 ,20%,New Purchase,Primary Residence,Principal + Interest,,Bank Website
 2018-06-05,UK,London,Bank of Ireland,BIRG,GBP,Bank,Mortgages,Mortgages,15YMV,1 Year Fixed LTV <=60%,,Offline,15.0,Variable,3.000%,3.900%,216000 ,20%,New Purchase,Primary Residence,Principal + Interest,1.0,Bank Website
 2018-06-05,UK,London,Bank of Ireland,BIRG,GBP,Bank,Mortgages,Mortgages,15YMV,2 Year Fixed LTV <=60%,,Offline,15.0,Variable,3.000%,3.800%,216000 ,20%,New Purchase,Primary Residence,Principal + Interest,2.0,Bank Website
 2018-06-05,UK,London,Bank of Ireland,BIRG,GBP,Bank,Mortgages,Mortgages,15YMV,3 Year Fixed LTV <=60%,,Offline,15.0,Variable,3.000%,3.700%,216000 ,20%,New Purchase,Primary Residence,Principal + Interest,3.0,Bank Website
 2018-06-05,UK,London,Bank of Ireland,BIRG,GBP,Bank,Mortgages,Mortgages,15YMV,5 Year Fixed LTV <=60%,,Offline,15.0,Variable,3.000%,3.600%,216000 ,20%,New Purchase,Primary Residence,Principal + Interest,5.0,Bank Website
 2018-06-05,UK,London,Bank of Ireland,BIRG,GBP,Bank,Mortgages,Mortgages,15YMV,10 Year Fixed LTV <=60%,,Offline,15.0,Variable,3.300%,3.500%,216000 ,20%,New Purchase,Primary Residence,Principal + Interest,10.0,Bank Website
 2018-06-05,UK,London,Bank of Ireland,BIRG,GBP,Bank,Mortgages,Mortgages,15YMV,Variable (LTV <=60%),,Offline,15.0,Variable,3.900%,4.000%,216000 ,20%,New Purchase,Primary Residence,Principal + Interest,,Bank Website
 2018-06-05,UK,London,Bank of Ireland,BIRG,GBP,Bank,Mortgages,Mortgages,15YMV,1 Year Fixed LTV <=60%,,Offline,15.0,Variable,3.000%,3.900%,360000 ,20%,New Purchase,Primary Residence,Principal + Interest,1.0,Bank Website
 2018-06-05,UK,London,Bank of Ireland,BIRG,GBP,Bank,Mortgages,Mortgages,15YMV,2 Year Fixed LTV <=60%,,Offline,15.0,Variable,3.000%,3.800%,360000 ,20%,New Purchase,Primary Residence,Principal + Interest,2.0,Bank Website
 2018-06-05,UK,London,Bank of Ireland,BIRG,GBP,Bank,Mortgages,Mortgages,15YMV,3 Year Fixed LTV <=60%,,Offline,15.0,Variable,3.000%,3.700%,360000 ,20%,New Purchase,Primary Residence,Principal + Interest,3.0,Bank Website
 2018-06-05,UK,London,Bank of Ireland,BIRG,GBP,Bank,Mortgages,Mortgages,15YMV,5 Year Fixed LTV <=60%,,Offline,15.0,Variable,3.000%,3.600%,360000 ,20%,New Purchase,Primary Residence,Principal + Interest,5.0,Bank Website
 2018-06-05,UK,London,Bank of Ireland,BIRG,GBP,Bank,Mortgages,Mortgages,15YMV,10 Year Fixed LTV <=60%,,Offline,15.0,Variable,3.300%,3.500%,360000 ,20%,New Purchase,Primary Residence,Principal + Interest,10.0,Bank Website
 2018-06-05,UK,London,Bank of Ireland,BIRG,GBP,Bank,Mortgages,Mortgages,15YMV,Variable (LTV <=60%),,Offline,15.0,Variable,3.900%,4.000%,360000 ,20%,New Purchase,Primary Residence,Principal + Interest,,Bank Website
 2018-06-05,UK,London,Bank of Ireland,BIRG,GBP,Bank,Mortgages,Mortgages,25YMV,1 Year Fixed LTV <=60%,,Offline,25.0,Variable,3.000%,3.900%,72000 ,20%,New Purchase,Primary Residence,Principal + Interest,1.0,Bank Website
 2018-06-05,UK,London,Bank of Ireland,BIRG,GBP,Bank,Mortgages,Mortgages,25YMV,2 Year Fixed LTV <=60%,,Offline,25.0,Variable,3.000%,3.800%,72000 ,20%,New Purchase,Primary Residence,Principal + Interest,2.0,Bank Website
 2018-06-05,UK,London,Bank of Ireland,BIRG,GBP,Bank,Mortgages,Mortgages,25YMV,3 Year Fixed LTV <=60%,,Offline,25.0,Variable,3.000%,3.700%,72000 ,20%,New Purchase,Primary Residence,Principal + Interest,3.0,Bank Website
 2018-06-05,UK,London,Bank of Ireland,BIRG,GBP,Bank,Mortgages,Mortgages,25YMV,5 Year Fixed LTV <=60%,,Offline,25.0,Variable,3.000%,3.600%,72000 ,20%,New Purchase,Primary Residence,Principal + Interest,5.0,Bank Website
 2018-06-05,UK,London,Bank of Ireland,BIRG,GBP,Bank,Mortgages,Mortgages,25YMV,10 Year Fixed LTV <=60%,,Offline,25.0,Variable,3.300%,3.500%,72000 ,20%,New Purchase,Primary Residence,Principal + Interest,10.0,Bank Website
