Date,Bank_Native_Country,State,Bank_Name,Bank_Local_Currency,Bank_Type,Bank_Product,Bank_Product_Type,Bank_Product_Code,Bank_Product_Name,Minm_Balance,Maxm_Balance,Bank_Offer_Feature,Term_in_Months,Interest_Type,Interest,APY
2018-03-21,US,New York,PNC FINANCIAL SERVICES GROUP INC,USD,Bank,Deposits,Money Market,_MCDV,Premiere Money Market Account,250000,499999,offline,,Variable,0.15%,0.15%
2018-03-21,US,New York,PNC FINANCIAL SERVICES GROUP INC,USD,Bank,Deposits,Money Market,_MCDV,Premiere Money Market Account,500000,999999,offline,,Variable,0.17%,0.17%
2018-03-21,US,New York,PNC FINANCIAL SERVICES GROUP INC,USD,Bank,Deposits,Money Market,_MCDV,Premiere Money Market Account,1000000,,offline,,Variable,0.17%,0.17%
2018-03-21,US,New York,PNC FINANCIAL SERVICES GROUP INC,USD,Bank,Deposits,CD,6MCDF,Fixed Rate Certificate of Deposit,1,999,offline,6.0,Fixed,0.04%,0.04%
2018-03-21,US,New York,PNC FINANCIAL SERVICES GROUP INC,USD,Bank,Deposits,CD,6MCDF,Fixed Rate Certificate of Deposit,1000,9999,offline,6.0,Fixed,0.06%,0.06%
2018-03-21,US,New York,PNC FINANCIAL SERVICES GROUP INC,USD,Bank,Deposits,CD,6MCDF,Fixed Rate Certificate of Deposit,10000,24999,offline,6.0,Fixed,0.08%,0.08%
2018-03-21,US,New York,PNC FINANCIAL SERVICES GROUP INC,USD,Bank,Deposits,CD,6MCDF,Fixed Rate Certificate of Deposit,25000,99999,offline,6.0,Fixed,0.1%,0.1%
2018-03-21,US,New York,PNC FINANCIAL SERVICES GROUP INC,USD,Bank,Deposits,CD,6MCDF,Fixed Rate Certificate of Deposit,100000,499999,offline,6.0,Fixed,0.12%,0.12%
2018-03-21,US,New York,PNC FINANCIAL SERVICES GROUP INC,USD,Bank,Deposits,CD,6MCDF,Fixed Rate Certificate of Deposit,500000,,offline,6.0,Fixed,0.14%,0.14%
2018-03-21,US,New York,PNC FINANCIAL SERVICES GROUP INC,USD,Bank,Deposits,CD,12MCDF,Fixed Rate Certificate of Deposit,1,999,offline,12.0,Fixed,0.04%,0.04%
2018-03-21,US,New York,PNC FINANCIAL SERVICES GROUP INC,USD,Bank,Deposits,CD,12MCDF,Fixed Rate Certificate of Deposit,1000,9999,offline,12.0,Fixed,0.15%,0.15%
2018-03-21,US,New York,PNC FINANCIAL SERVICES GROUP INC,USD,Bank,Deposits,CD,12MCDF,Fixed Rate Certificate of Deposit,10000,24999,offline,12.0,Fixed,0.18%,0.18%
2018-03-21,US,New York,PNC FINANCIAL SERVICES GROUP INC,USD,Bank,Deposits,CD,12MCDF,Fixed Rate Certificate of Deposit,25000,99999,offline,12.0,Fixed,0.2%,0.2%
2018-03-21,US,New York,PNC FINANCIAL SERVICES GROUP INC,USD,Bank,Deposits,CD,12MCDF,Fixed Rate Certificate of Deposit,100000,499999,offline,12.0,Fixed,0.22%,0.22%
2018-03-21,US,New York,PNC FINANCIAL SERVICES GROUP INC,USD,Bank,Deposits,CD,12MCDF,Fixed Rate Certificate of Deposit,500000,,offline,12.0,Fixed,0.24%,0.24%
2018-03-21,US,New York,PNC FINANCIAL SERVICES GROUP INC,USD,Bank,Deposits,CD,36MCDF,Fixed Rate Certificate of Deposit,1,999,offline,36.0,Fixed,0.04%,0.04%
2018-03-21,US,New York,PNC FINANCIAL SERVICES GROUP INC,USD,Bank,Deposits,CD,36MCDF,Fixed Rate Certificate of Deposit,1000,9999,offline,36.0,Fixed,0.3%,0.3%
2018-03-21,US,New York,PNC FINANCIAL SERVICES GROUP INC,USD,Bank,Deposits,CD,36MCDF,Fixed Rate Certificate of Deposit,10000,24999,offline,36.0,Fixed,0.35%,0.35%
2018-03-21,US,New York,PNC FINANCIAL SERVICES GROUP INC,USD,Bank,Deposits,CD,36MCDF,Fixed Rate Certificate of Deposit,25000,99999,offline,36.0,Fixed,0.4%,0.4%
2018-03-21,US,New York,PNC FINANCIAL SERVICES GROUP INC,USD,Bank,Deposits,CD,36MCDF,Fixed Rate Certificate of Deposit,100000,499999,offline,36.0,Fixed,0.45%,0.45%
2018-03-21,US,New York,PNC FINANCIAL SERVICES GROUP INC,USD,Bank,Deposits,CD,36MCDF,Fixed Rate Certificate of Deposit,500000,,offline,36.0,Fixed,0.5%,0.5%
2018-03-21,US,New York,PNC FINANCIAL SERVICES GROUP INC,USD,Bank,Deposits,CD,12MCDF,Ready Access Certificate of Deposit,1000,,offline,12.0,Fixed,0.15%,0.15%
2018-03-21,US,New York,SUNTRUST BANKS INC,USD,Bank,Deposits,Savings,_MSBV,Essential Savings,0,,Offline,,Variable,,
2018-03-21,US,New York,SUNTRUST BANKS INC,USD,Bank,Deposits,Savings,_MSBV,Select Savings,1000,,Offline,,Variable,0.01%,0.01%
2018-03-21,US,New York,SUNTRUST BANKS INC,USD,Bank,Deposits,Savings,_MSBV,Select Savings,,2499,Offline,,Variable,,
2018-03-21,US,New York,SUNTRUST BANKS INC,USD,Bank,Deposits,Savings,_MSBV,Select Savings,2500,9999,Offline,,Variable,,
2018-03-21,US,New York,SUNTRUST BANKS INC,USD,Bank,Deposits,Savings,_MSBV,Select Savings,10000,24999,Offline,,Variable,,
2018-03-21,US,New York,SUNTRUST BANKS INC,USD,Bank,Deposits,Savings,_MSBV,Select Savings,25000,49999,Offline,,Variable,,
2018-03-21,US,New York,SUNTRUST BANKS INC,USD,Bank,Deposits,Savings,_MSBV,Select Savings,50000,99999,Offline,,Variable,,
2018-03-21,US,New York,SUNTRUST BANKS INC,USD,Bank,Deposits,Savings,_MSBV,Select Savings,100000,249999,Offline,,Variable,,
2018-03-21,US,New York,SUNTRUST BANKS INC,USD,Bank,Deposits,Savings,_MSBV,Select Savings,250000,499999,Offline,,Variable,,
2018-03-21,US,New York,SUNTRUST BANKS INC,USD,Bank,Deposits,Savings,_MSBV,Select Savings,500000,999999,Offline,,Variable,,
2018-03-21,US,New York,SUNTRUST BANKS INC,USD,Bank,Deposits,Savings,_MSBV,Select Savings,1,,Offline,,Variable,,
2018-03-21,US,New York,SUNTRUST BANKS INC,USD,Bank,Deposits,Savings,_MSBV,Balanced Banking,3000,,Offline,,Variable,,
2018-03-21,US,New York,SUNTRUST BANKS INC,USD,Bank,Deposits,Checking,_MCCV,Essential Checking,500,,Offline,,Variable,,
2018-03-21,US,New York,SUNTRUST BANKS INC,USD,Bank,Deposits,Checking,_MCCV,Select Checking,,2499,Offline,,Variable,,0.01%
2018-03-21,US,New York,SUNTRUST BANKS INC,USD,Bank,Deposits,Checking,_MCCV,Select Checking,2500,9999,Offline,,Variable,,0.01%
2018-03-21,US,New York,SUNTRUST BANKS INC,USD,Bank,Deposits,Checking,_MCCV,Select Checking,10000,24999,Offline,,Variable,,0.01%
2018-03-21,US,New York,SUNTRUST BANKS INC,USD,Bank,Deposits,Checking,_MCCV,Select Checking,25000,,Offline,,Variable,,0.01%
2018-03-21,US,New York,SUNTRUST BANKS INC,USD,Bank,Deposits,Checking,_MCCV,Signature Advantage Checking,,9999,Offline,,Variable,,0.01%
2018-03-21,US,New York,SUNTRUST BANKS INC,USD,Bank,Deposits,Checking,_MCCV,Signature Advantage Checking,10000,24999,Offline,,Variable,,0.01%
2018-03-21,US,New York,SUNTRUST BANKS INC,USD,Bank,Deposits,Checking,_MCCV,Signature Advantage Checking,25000,49999,Offline,,Variable,,0.01%
2018-03-21,US,New York,SUNTRUST BANKS INC,USD,Bank,Deposits,Checking,_MCCV,Signature Advantage Checking,50000,99999,Offline,,Variable,,0.01%
2018-03-21,US,New York,SUNTRUST BANKS INC,USD,Bank,Deposits,Checking,_MCCV,Signature Advantage Checking,100000,249999,Offline,,Variable,,0.01%
2018-03-21,US,New York,SUNTRUST BANKS INC,USD,Bank,Deposits,Checking,_MCCV,Signature Advantage Checking,250000,499999,Offline,,Variable,,0.01%
2018-03-21,US,New York,SUNTRUST BANKS INC,USD,Bank,Deposits,Checking,_MCCV,Signature Advantage Checking,500000,999999,Offline,,Variable,,0.01%
2018-03-21,US,New York,SUNTRUST BANKS INC,USD,Bank,Deposits,Checking,_MCCV,Signature Advantage Checking,1000000,1999999,Offline,,Variable,,0.01%
2018-03-21,US,New York,SUNTRUST BANKS INC,USD,Bank,Deposits,Checking,_MCCV,Signature Advantage Checking,2000000,,Offline,,Variable,,0.01%
2018-03-21,US,New York,SUNTRUST BANKS INC,USD,Bank,Deposits,Savings,_MSBV,Signature Advantage Brokerage,,9999,Offline,,Variable,,0.01%
2018-03-21,US,New York,SUNTRUST BANKS INC,USD,Bank,Deposits,Savings,_MSBV,Signature Advantage Brokerage,10000,24999,Offline,,Variable,,0.03%
2018-03-21,US,New York,SUNTRUST BANKS INC,USD,Bank,Deposits,Savings,_MSBV,Signature Advantage Brokerage,25000,49999,Offline,,Variable,,0.05%
2018-03-21,US,New York,SUNTRUST BANKS INC,USD,Bank,Deposits,Savings,_MSBV,Signature Advantage Brokerage,50000,99999,Offline,,Variable,,0.05%
2018-03-21,US,New York,SUNTRUST BANKS INC,USD,Bank,Deposits,Savings,_MSBV,Signature Advantage Brokerage,100000,249999,Offline,,Variable,,0.05%
2018-03-21,US,New York,SUNTRUST BANKS INC,USD,Bank,Deposits,Savings,_MSBV,Signature Advantage Brokerage,250000,499999,Offline,,Variable,,0.05%
2018-03-21,US,New York,SUNTRUST BANKS INC,USD,Bank,Deposits,Savings,_MSBV,Signature Advantage Brokerage,500000,999999,Offline,,Variable,,0.05%
2018-03-21,US,New York,SUNTRUST BANKS INC,USD,Bank,Deposits,Savings,_MSBV,Signature Advantage Brokerage,1000000,1999999,Offline,,Variable,,0.05%
2018-03-21,US,New York,SUNTRUST BANKS INC,USD,Bank,Deposits,Savings,_MSBV,Signature Advantage Brokerage,2000000,,Offline,,Variable,,0.05%
2018-03-21,US,New York,SYNCHRONY,USD,Bank,Deposits,CD,3MCDF,CD_3-month,2000,,Online,3.0,Fixed,,0.75%
2018-03-21,US,New York,SYNCHRONY,USD,Bank,Deposits,CD,6MCDF,CD_6-month,2000,,Online,6.0,Fixed,,1.00%
2018-03-21,US,New York,SYNCHRONY,USD,Bank,Deposits,CD,9MCDF,CD_9-month,2000,,Online,9.0,Fixed,,1.25%
2018-03-21,US,New York,SYNCHRONY,USD,Bank,Deposits,CD,12MCDF,CD_12-month,2000,,Online,12.0,Fixed,,1.95%
2018-03-21,US,New York,SYNCHRONY,USD,Bank,Deposits,CD,18MCDF,CD_18-month,2000,,Online,18.0,Fixed,,1.95%
2018-03-21,US,New York,SYNCHRONY,USD,Bank,Deposits,CD,24MCDF,CD_24-month,2000,,Online,24.0,Fixed,,2.10%
2018-03-21,US,New York,SYNCHRONY,USD,Bank,Deposits,CD,36MCDF,CD_36-month,2000,,Online,36.0,Fixed,,2.05%
2018-03-21,US,New York,SYNCHRONY,USD,Bank,Deposits,CD,48MCDF,CD_48-month,2000,,Online,48.0,Fixed,,2.20%
2018-03-21,US,New York,SYNCHRONY,USD,Bank,Deposits,CD,60MCDF,CD_60-month,2000,,Online,60.0,Fixed,,2.50%
2018-03-21,US,New York,SYNCHRONY,USD,Bank,Deposits,Savings,_MSBV,Money Market Rates and Terms,,4999,Online,,Variable,,1.05% 
2018-03-21,US,New York,SYNCHRONY,USD,Bank,Deposits,Savings,_MSBV,Money Market Rates and Terms,5000,24999,Online,,Variable,,1.05% 
2018-03-21,US,New York,SYNCHRONY,USD,Bank,Deposits,Savings,_MSBV,Money Market Rates and Terms,25000,,Online,,Variable,,1.05% 
2018-03-21,US,New York,SYNCHRONY,USD,Bank,Deposits,Savings,_MSBV,HYS Rates and Terms,,4999,Online,,Variable,,1.55% 
2018-03-21,US,New York,SYNCHRONY,USD,Bank,Deposits,Savings,_MSBV,HYS Rates and Terms,5000,24999,Online,,Variable,,1.55% 
2018-03-21,US,New York,SYNCHRONY,USD,Bank,Deposits,Savings,_MSBV,HYS Rates and Terms,25000,,Online,,Variable,,1.55% 
2018-03-21,US,New York,WELLS FARGO,USD,Bank,Deposits,Checking,_MCCV,Wells Fargo Everyday Checking,,,Offline,,Variable,,
2018-03-21,US,New York,WELLS FARGO,USD,Bank,Deposits,Savings,_MSBV,Wells Fargo Way2Save,0,,Offline,,Variable,0.01%,0.01%
2018-03-21,US,New York,WELLS FARGO,USD,Bank,Deposits,Savings,_MSBV,Platinum Savings - Standard Interest,0,99999,Offline,,Variable,0.03%,0.03%
2018-03-21,US,New York,WELLS FARGO,USD,Bank,Deposits,Savings,_MSBV,Platinum Savings - Standard Interest,100000,,Offline,,Variable,0.05%,0.05%
2018-03-21,US,New York,WELLS FARGO,USD,Bank,Deposits,CD,9MCDF,Special CD,,,Offline,9.0,Fixed,0.35%,0.35%
2018-03-21,US,New York,WELLS FARGO,USD,Bank,Deposits,CD,19MCDF,Special CD,,,Offline,19.0,Fixed,1.59%,1.60%
2018-03-21,US,New York,WELLS FARGO,USD,Bank,Deposits,CD,39MCDF,Special CD,,,Offline,39.0,Fixed,1.14%,1.15%
2018-03-21,US,New York,WELLS FARGO,USD,Bank,Deposits,CD,58MCDF,Special CD,,,Offline,58.0,Fixed,1.19%,1.20%
2018-03-21,US,New York,WELLS FARGO,USD,Bank,Deposits,CD,3MCDF,CD,0,4999,Offline,3.0,Fixed,0.05%,0.05%
2018-03-21,US,New York,WELLS FARGO,USD,Bank,Deposits,CD,3MCDF,CD,5000,9999,Offline,3.0,Fixed,0.05%,0.05%
2018-03-21,US,New York,WELLS FARGO,USD,Bank,Deposits,CD,3MCDF,CD,10000,24999,Offline,3.0,Fixed,0.05%,0.05%
2018-03-21,US,New York,WELLS FARGO,USD,Bank,Deposits,CD,3MCDF,CD,25000,49999,Offline,3.0,Fixed,0.05%,0.05%
2018-03-21,US,New York,WELLS FARGO,USD,Bank,Deposits,CD,3MCDF,CD,50000,99999,Offline,3.0,Fixed,0.05%,0.05%
2018-03-21,US,New York,WELLS FARGO,USD,Bank,Deposits,CD,3MCDF,CD,100000,,Offline,3.0,Fixed,0.05%,0.05%
2018-03-21,US,New York,WELLS FARGO,USD,Bank,Deposits,CD,6MCDF,CD,0,4999,Offline,6.0,Fixed,0.05%,0.05%
2018-03-21,US,New York,WELLS FARGO,USD,Bank,Deposits,CD,6MCDF,CD,5000,9999,Offline,6.0,Fixed,0.05%,0.05%
2018-03-21,US,New York,WELLS FARGO,USD,Bank,Deposits,CD,6MCDF,CD,10000,24999,Offline,6.0,Fixed,0.05%,0.05%
2018-03-21,US,New York,WELLS FARGO,USD,Bank,Deposits,CD,6MCDF,CD,25000,49999,Offline,6.0,Fixed,0.05%,0.05%
2018-03-21,US,New York,WELLS FARGO,USD,Bank,Deposits,CD,6MCDF,CD,50000,99999,Offline,6.0,Fixed,0.05%,0.05%
2018-03-21,US,New York,WELLS FARGO,USD,Bank,Deposits,CD,6MCDF,CD,100000,,Offline,6.0,Fixed,0.05%,0.05%
2018-03-21,US,New York,WELLS FARGO,USD,Bank,Deposits,CD,12MCDF,CD,0,4999,Offline,12.0,Fixed,0.10%,0.10%
2018-03-21,US,New York,WELLS FARGO,USD,Bank,Deposits,CD,12MCDF,CD,5000,9999,Offline,12.0,Fixed,0.10%,0.10%
2018-03-21,US,New York,WELLS FARGO,USD,Bank,Deposits,CD,12MCDF,CD,10000,24999,Offline,12.0,Fixed,0.10%,0.10%
2018-03-21,US,New York,WELLS FARGO,USD,Bank,Deposits,CD,12MCDF,CD,25000,49999,Offline,12.0,Fixed,0.10%,0.10%
2018-03-21,US,New York,WELLS FARGO,USD,Bank,Deposits,CD,12MCDF,CD,50000,99999,Offline,12.0,Fixed,0.10%,0.10%
2018-03-21,US,New York,WELLS FARGO,USD,Bank,Deposits,CD,12MCDF,CD,100000,,Offline,12.0,Fixed,0.10%,0.10%
